0,text for 0
1,text for 1
2,text for 2
3,text for 3
4,text for 4
5,text for 5
6,text for 6
7,text for 7
8,text for 8
9,text for 9
10,text for 10
11,text for 11
12,text for 12
13,text for 13
14,text for 14
15,text for 15
16,text for 16
17,text for 17
18,text for 18
19,text for 19
20,text for 20
21,text for 21
22,text for 22
23,text for 23
24,text for 24
25,text for 25
26,text for 26
27,text for 27
28,text for 28
29,text for 29
30,text for 30
31,text for 31
32,text for 32
33,text for 33
34,text for 34
35,text for 35
36,text for 36
37,text for 37
38,text for 38
39,text for 39
40,text for 40
41,text for 41
42,text for 42
43,text for 43
44,text for 44
45,text for 45
46,text for 46
47,text for 47
48,text for 48
49,text for 49
50,text for 50
51,text for 51
52,text for 52
53,text for 53
54,text for 54
55,text for 55
56,text for 56
57,text for 57
58,text for 58
59,text for 59
60,text for 60
61,text for 61
62,text for 62
63,text for 63
64,text for 64
65,text for 65
66,text for 66
67,text for 67
68,text for 68
69,text for 69
70,text for 70
71,text for 71
72,text for 72
73,text for 73
74,text for 74
75,text for 75
76,text for 76
77,text for 77
78,text for 78
79,text for 79
80,text for 80
81,text for 81
82,text for 82
83,text for 83
84,text for 84
85,text for 85
86,text for 86
87,text for 87
88,text for 88
89,text for 89
90,text for 90
91,text for 91
92,text for 92
93,text for 93
94,text for 94
95,text for 95
96,text for 96
97,text for 97
98,text for 98
99,text for 99
100,text for 100
101,text for 101
102,text for 102
103,text for 103
104,text for 104
105,text for 105
106,text for 106
107,text for 107
108,text for 108
109,text for 109
110,text for 110
111,text for 111
112,text for 112
113,text for 113
114,text for 114
115,text for 115
116,text for 116
117,text for 117
118,text for 118
119,text for 119
120,text for 120
121,text for 121
122,text for 122
123,text for 123
124,text for 124
125,text for 125
126,text for 126
127,text for 127
128,text for 128
129,text for 129
130,text for 130
131,text for 131
132,text for 132
133,text for 133
134,text for 134
135,text for 135
136,text for 136
137,text for 137
138,text for 138
139,text for 139
140,text for 140
141,text for 141
142,text for 142
143,text for 143
144,text for 144
145,text for 145
146,text for 146
147,text for 147
148,text for 148
149,text for 149
150,text for 150
151,text for 151
152,text for 152
153,text for 153
154,text for 154
155,text for 155
156,text for 156
157,text for 157
158,text for 158
159,text for 159
160,text for 160
161,text for 161
162,text for 162
163,text for 163
164,text for 164
165,text for 165
166,text for 166
167,text for 167
168,text for 168
169,text for 169
170,text for 170
171,text for 171
172,text for 172
173,text for 173
174,text for 174
175,text for 175
176,text for 176
177,text for 177
178,text for 178
179,text for 179
180,text for 180
181,text for 181
182,text for 182
183,text for 183
184,text for 184
185,text for 185
186,text for 186
187,text for 187
188,text for 188
189,text for 189
190,text for 190
191,text for 191
192,text for 192
193,text for 193
194,text for 194
195,text for 195
196,text for 196
197,text for 197
198,text for 198
199,text for 199
200,text for 200
201,text for 201
202,text for 202
203,text for 203
204,text for 204
205,text for 205
206,text for 206
207,text for 207
208,text for 208
209,text for 209
210,text for 210
211,text for 211
212,text for 212
213,text for 213
214,text for 214
215,text for 215
216,text for 216
217,text for 217
218,text for 218
219,text for 219
220,text for 220
221,text for 221
222,text for 222
223,text for 223
224,text for 224
225,text for 225
226,text for 226
227,text for 227
228,text for 228
229,text for 229
230,text for 230
231,text for 231
232,text for 232
233,text for 233
234,text for 234
235,text for 235
236,text for 236
237,text for 237
238,text for 238
239,text for 239
240,text for 240
241,text for 241
242,text for 242
243,text for 243
244,text for 244
245,text for 245
246,text for 246
247,text for 247
248,text for 248
249,text for 249
250,text for 250
251,text for 251
252,text for 252
253,text for 253
254,text for 254
255,text for 255
256,text for 256
257,text for 257
258,text for 258
259,text for 259
260,text for 260
261,text for 261
262,text for 262
263,text for 263
264,text for 264
265,text for 265
266,text for 266
267,text for 267
268,text for 268
269,text for 269
270,text for 270
271,text for 271
272,text for 272
273,text for 273
274,text for 274
275,text for 275
276,text for 276
277,text for 277
278,text for 278
279,text for 279
280,text for 280
281,text for 281
282,text for 282
283,text for 283
284,text for 284
285,text for 285
286,text for 286
287,text for 287
288,text for 288
289,text for 289
290,text for 290
291,text for 291
292,text for 292
293,text for 293
294,text for 294
295,text for 295
296,text for 296
297,text for 297
298,text for 298
299,text for 299
300,text for 300
301,text for 301
302,text for 302
303,text for 303
304,text for 304
305,text for 305
306,text for 306
307,text for 307
308,text for 308
309,text for 309
310,text for 310
311,text for 311
312,text for 312
313,text for 313
314,text for 314
315,text for 315
316,text for 316
317,text for 317
318,text for 318
319,text for 319
320,text for 320
321,text for 321
322,text for 322
323,text for 323
324,text for 324
325,text for 325
326,text for 326
327,text for 327
328,text for 328
329,text for 329
330,text for 330
331,text for 331
332,text for 332
333,text for 333
334,text for 334
335,text for 335
336,text for 336
337,text for 337
338,text for 338
339,text for 339
340,text for 340
341,text for 341
342,text for 342
343,text for 343
344,text for 344
345,text for 345
346,text for 346
347,text for 347
348,text for 348
349,text for 349
350,text for 350
351,text for 351
352,text for 352
353,text for 353
354,text for 354
355,text for 355
356,text for 356
357,text for 357
358,text for 358
359,text for 359
360,text for 360
361,text for 361
362,text for 362
363,text for 363
364,text for 364
365,text for 365
366,text for 366
367,text for 367
368,text for 368
369,text for 369
370,text for 370
371,text for 371
372,text for 372
373,text for 373
374,text for 374
375,text for 375
376,text for 376
377,text for 377
378,text for 378
379,text for 379
380,text for 380
381,text for 381
382,text for 382
383,text for 383
384,text for 384
385,text for 385
386,text for 386
387,text for 387
388,text for 388
389,text for 389
390,text for 390
391,text for 391
392,text for 392
393,text for 393
394,text for 394
395,text for 395
396,text for 396
397,text for 397
398,text for 398
399,text for 399
400,text for 400
401,text for 401
402,text for 402
403,text for 403
404,text for 404
405,text for 405
406,text for 406
407,text for 407
408,text for 408
409,text for 409
410,text for 410
411,text for 411
412,text for 412
413,text for 413
414,text for 414
415,text for 415
416,text for 416
417,text for 417
418,text for 418
419,text for 419
420,text for 420
421,text for 421
422,text for 422
423,text for 423
424,text for 424
425,text for 425
426,text for 426
427,text for 427
428,text for 428
429,text for 429
430,text for 430
431,text for 431
432,text for 432
433,text for 433
434,text for 434
435,text for 435
436,text for 436
437,text for 437
438,text for 438
439,text for 439
440,text for 440
441,text for 441
442,text for 442
443,text for 443
444,text for 444
445,text for 445
446,text for 446
447,text for 447
448,text for 448
449,text for 449
450,text for 450
451,text for 451
452,text for 452
453,text for 453
454,text for 454
455,text for 455
456,text for 456
457,text for 457
458,text for 458
459,text for 459
460,text for 460
461,text for 461
462,text for 462
463,text for 463
464,text for 464
465,text for 465
466,text for 466
467,text for 467
468,text for 468
469,text for 469
470,text for 470
471,text for 471
472,text for 472
473,text for 473
474,text for 474
475,text for 475
476,text for 476
477,text for 477
478,text for 478
479,text for 479
480,text for 480
481,text for 481
482,text for 482
483,text for 483
484,text for 484
485,text for 485
486,text for 486
487,text for 487
488,text for 488
489,text for 489
490,text for 490
491,text for 491
492,text for 492
493,text for 493
494,text for 494
495,text for 495
496,text for 496
497,text for 497
498,text for 498
499,text for 499
